date,site,transect,quadrat,functional_group,percent_cover
08/01/98,Yawzi,2,5,Macroalgae,50
08/01/98,Yawzi,2,6,Macroalgae,23
08/01/98,Yawzi,2,7,Macroalgae,46
08/01/98,Yawzi,2,8,Macroalgae,31
08/01/98,Yawzi,2,9,Macroalgae,32.5
08/01/98,Yawzi,2,10,Macroalgae,16.5
08/01/98,Yawzi,3,1,Macroalgae,13.5
08/01/98,Yawzi,3,2,Macroalgae,30
08/01/98,Yawzi,3,3,Macroalgae,33.5
08/01/98,Yawzi,3,4,Macroalgae,37.5
08/01/98,Yawzi,3,5,Macroalgae,22.5
08/01/98,Yawzi,3,6,Macroalgae,22.5
08/01/98,Yawzi,3,7,Macroalgae,13.5
08/01/98,Yawzi,3,8,Macroalgae,20
08/01/98,Yawzi,3,9,Macroalgae,26
08/01/98,Yawzi,3,10,Macroalgae,25
08/01/99,Yawzi,1,1,Macroalgae,24.9
08/01/99,Yawzi,1,2,Macroalgae,10.3
08/01/99,Yawzi,1,3,Macroalgae,5
08/01/99,Yawzi,1,4,Macroalgae,18.9
08/01/99,Yawzi,1,5,Macroalgae,12.9
08/01/99,Yawzi,1,6,Macroalgae,24.3
08/01/99,Yawzi,1,7,Macroalgae,38.9
08/01/99,Yawzi,1,8,Macroalgae,22.2
08/01/99,Yawzi,1,9,Macroalgae,47.9
08/01/99,Yawzi,1,10,Macroalgae,49.2
08/01/99,Yawzi,2,1,Macroalgae,56.1
08/01/99,Yawzi,2,2,Macroalgae,63.7
08/01/99,Yawzi,2,3,Macroalgae,44
08/01/99,Yawzi,2,4,Macroalgae,68.1
08/01/99,Yawzi,2,5,Macroalgae,55.4
08/01/99,Yawzi,2,6,Macroalgae,39
08/01/99,Yawzi,2,7,Macroalgae,34.7
08/01/99,Yawzi,2,8,Macroalgae,49.2
08/01/99,Yawzi,2,9,Macroalgae,29.4
08/01/99,Yawzi,2,10,Macroalgae,17.1
08/01/99,Yawzi,3,1,Macroalgae,42.1
08/01/99,Yawzi,3,2,Macroalgae,42.2
08/01/99,Yawzi,3,3,Macroalgae,25.4
08/01/99,Yawzi,3,4,Macroalgae,52.3
08/01/99,Yawzi,3,5,Macroalgae,50
08/01/99,Yawzi,3,6,Macroalgae,57.9
08/01/99,Yawzi,3,7,Macroalgae,41.4
08/01/99,Yawzi,3,8,Macroalgae,48
08/01/99,Yawzi,3,9,Macroalgae,25.3
08/01/99,Yawzi,3,10,Macroalgae,44.4
08/01/00,Yawzi,1,1,Macroalgae,0.5
08/01/00,Yawzi,1,2,Macroalgae,11.6
08/01/00,Yawzi,1,3,Macroalgae,11.6
08/01/00,Yawzi,1,4,Macroalgae,6.5
08/01/00,Yawzi,1,5,Macroalgae,7.9
08/01/00,Yawzi,1,6,Macroalgae,18
08/01/00,Yawzi,1,7,Macroalgae,20.5
08/01/00,Yawzi,1,8,Macroalgae,18.5
08/01/00,Yawzi,1,9,Macroalgae,20
08/01/00,Yawzi,1,10,Macroalgae,37.7
08/01/00,Yawzi,2,1,Macroalgae,56.4
08/01/00,Yawzi,2,2,Macroalgae,63.8
08/01/00,Yawzi,2,3,Macroalgae,66.3
08/01/00,Yawzi,2,4,Macroalgae,73.6
08/01/00,Yawzi,2,5,Macroalgae,63.3
08/01/00,Yawzi,2,6,Macroalgae,52.3
08/01/00,Yawzi,2,7,Macroalgae,72.3
08/01/00,Yawzi,2,8,Macroalgae,50.5
08/01/00,Yawzi,2,9,Macroalgae,34.4
08/01/00,Yawzi,2,10,Macroalgae,25.9
08/01/00,Yawzi,3,1,Macroalgae,41.1
08/01/00,Yawzi,3,2,Macroalgae,46
08/01/00,Yawzi,3,3,Macroalgae,33.7
08/01/00,Yawzi,3,4,Macroalgae,50
08/01/00,Yawzi,3,5,Macroalgae,28.1
08/01/00,Yawzi,3,6,Macroalgae,45.9
08/01/00,Yawzi,3,7,Macroalgae,52.4
08/01/00,Yawzi,3,8,Macroalgae,23
08/01/00,Yawzi,3,9,Macroalgae,30.2
08/01/00,Yawzi,3,10,Macroalgae,42.4
08/01/01,Yawzi,1,1,Macroalgae,31.3
08/01/01,Yawzi,1,2,Macroalgae,15.1
08/01/01,Yawzi,1,3,Macroalgae,7.1
08/01/01,Yawzi,1,4,Macroalgae,7.2
08/01/01,Yawzi,1,5,Macroalgae,3
08/01/01,Yawzi,1,6,Macroalgae,13.2
08/01/01,Yawzi,1,7,Macroalgae,19.9
08/01/01,Yawzi,1,8,Macroalgae,14.6
08/01/01,Yawzi,1,9,Macroalgae,21.2
08/01/01,Yawzi,1,10,Macroalgae,24.9
08/01/01,Yawzi,2,1,Macroalgae,51.8
08/01/01,Yawzi,2,2,Macroalgae,57.1
08/01/01,Yawzi,2,3,Macroalgae,49.7
08/01/01,Yawzi,2,4,Macroalgae,45.4
08/01/01,Yawzi,2,5,Macroalgae,26.4
08/01/01,Yawzi,2,6,Macroalgae,15.2
08/01/01,Yawzi,2,7,Macroalgae,32.2
08/01/01,Yawzi,2,8,Macroalgae,14.8
08/01/01,Yawzi,2,9,Macroalgae,7.8
08/01/01,Yawzi,2,10,Macroalgae,13.6
08/01/01,Yawzi,3,1,Macroalgae,44.5
08/01/01,Yawzi,3,2,Macroalgae,45.7
08/01/01,Yawzi,3,3,Macroalgae,32.8
08/01/01,Yawzi,3,4,Macroalgae,45
08/01/01,Yawzi,3,5,Macroalgae,23.6
08/01/01,Yawzi,3,6,Macroalgae,32
08/01/01,Yawzi,3,7,Macroalgae,27.2
08/01/01,Yawzi,3,8,Macroalgae,15.7
08/01/01,Yawzi,3,9,Macroalgae,7.1
08/01/01,Yawzi,3,10,Macroalgae,18.3
08/01/02,Yawzi,1,1,Macroalgae,20.2
08/01/02,Yawzi,1,2,Macroalgae,21.8
08/01/02,Yawzi,1,3,Macroalgae,17
08/01/02,Yawzi,1,4,Macroalgae,21.6
08/01/02,Yawzi,1,5,Macroalgae,37
08/01/02,Yawzi,1,6,Macroalgae,29.9
08/01/02,Yawzi,1,7,Macroalgae,35.2
08/01/02,Yawzi,1,8,Macroalgae,57.1
08/01/02,Yawzi,1,9,Macroalgae,50.5
08/01/02,Yawzi,1,10,Macroalgae,37.6
08/01/02,Yawzi,2,1,Macroalgae,43.7
08/01/02,Yawzi,2,2,Macroalgae,58.8
08/01/02,Yawzi,2,3,Macroalgae,61.4
08/01/02,Yawzi,2,4,Macroalgae,65.3
08/01/02,Yawzi,2,5,Macroalgae,43
08/01/02,Yawzi,2,6,Macroalgae,35
08/01/02,Yawzi,2,7,Macroalgae,41.1
08/01/02,Yawzi,2,8,Macroalgae,41.2
08/01/02,Yawzi,2,9,Macroalgae,26.3
08/01/02,Yawzi,2,10,Macroalgae,34.2
08/01/02,Yawzi,3,1,Macroalgae,52.3
08/01/02,Yawzi,3,2,Macroalgae,49.5
08/01/02,Yawzi,3,3,Macroalgae,31.8
08/01/02,Yawzi,3,4,Macroalgae,53.6
08/01/02,Yawzi,3,5,Macroalgae,40.1
08/01/02,Yawzi,3,6,Macroalgae,49.5
08/01/02,Yawzi,3,7,Macroalgae,31.7
08/01/02,Yawzi,3,8,Macroalgae,38.7
08/01/02,Yawzi,3,9,Macroalgae,14
08/01/02,Yawzi,3,10,Macroalgae,43
08/01/03,Yawzi,1,1,Macroalgae,2
08/01/03,Yawzi,1,2,Macroalgae,6.1
08/01/03,Yawzi,1,3,Macroalgae,4
08/01/03,Yawzi,1,4,Macroalgae,4
08/01/03,Yawzi,1,5,Macroalgae,4.1
08/01/03,Yawzi,1,6,Macroalgae,4.6
08/01/03,Yawzi,1,7,Macroalgae,9.2
08/01/03,Yawzi,1,8,Macroalgae,29.4
08/01/03,Yawzi,1,9,Macroalgae,22.1
08/01/03,Yawzi,1,10,Macroalgae,28.7
08/01/03,Yawzi,2,1,Macroalgae,58.4
08/01/03,Yawzi,2,2,Macroalgae,32.3
08/01/03,Yawzi,2,3,Macroalgae,32
08/01/03,Yawzi,2,4,Macroalgae,43.1
08/01/03,Yawzi,2,5,Macroalgae,27.8
08/01/03,Yawzi,2,6,Macroalgae,23.7
08/01/03,Yawzi,2,7,Macroalgae,26.3
08/01/03,Yawzi,2,8,Macroalgae,16.7
08/01/03,Yawzi,2,9,Macroalgae,18.9
08/01/03,Yawzi,2,10,Macroalgae,8.1
08/01/03,Yawzi,3,1,Macroalgae,52.1
08/01/03,Yawzi,3,2,Macroalgae,33.3
08/01/03,Yawzi,3,3,Macroalgae,19.4
08/01/03,Yawzi,3,4,Macroalgae,38.9
08/01/03,Yawzi,3,5,Macroalgae,31.6
08/01/03,Yawzi,3,6,Macroalgae,32.5
08/01/03,Yawzi,3,7,Macroalgae,35.5
08/01/03,Yawzi,3,8,Macroalgae,29.1
08/01/03,Yawzi,3,9,Macroalgae,1.5
08/01/03,Yawzi,3,10,Macroalgae,41
08/01/04,Yawzi,1,1,Macroalgae,0.6
08/01/04,Yawzi,1,2,Macroalgae,14.5
08/01/04,Yawzi,1,3,Macroalgae,0
08/01/04,Yawzi,1,4,Macroalgae,1.9
08/01/04,Yawzi,1,5,Macroalgae,22.8
08/01/04,Yawzi,1,6,Macroalgae,34.4
08/01/04,Yawzi,1,7,Macroalgae,46.6
08/01/04,Yawzi,1,8,Macroalgae,43.6
08/01/04,Yawzi,1,9,Macroalgae,46.7
08/01/04,Yawzi,1,10,Macroalgae,55.2
08/01/04,Yawzi,2,1,Macroalgae,42.9
08/01/04,Yawzi,2,2,Macroalgae,33.9
08/01/04,Yawzi,2,3,Macroalgae,36.6
08/01/04,Yawzi,2,4,Macroalgae,40
08/01/04,Yawzi,2,5,Macroalgae,16.5
08/01/04,Yawzi,2,6,Macroalgae,10
08/01/04,Yawzi,2,7,Macroalgae,4.8
08/01/04,Yawzi,2,8,Macroalgae,11.9
08/01/04,Yawzi,2,9,Macroalgae,9.6
08/01/04,Yawzi,2,10,Macroalgae,7.4
08/01/04,Yawzi,3,1,Macroalgae,34.7
08/01/04,Yawzi,3,2,Macroalgae,34.1
08/01/04,Yawzi,3,3,Macroalgae,20.8
08/01/04,Yawzi,3,4,Macroalgae,8.8
08/01/04,Yawzi,3,5,Macroalgae,9.4
08/01/04,Yawzi,3,6,Macroalgae,8.4
08/01/04,Yawzi,3,7,Macroalgae,5.6
08/01/04,Yawzi,3,8,Macroalgae,6
08/01/04,Yawzi,3,9,Macroalgae,1.8
08/01/04,Yawzi,3,10,Macroalgae,8.1
08/01/05,Yawzi,1,1,Macroalgae,0
08/01/05,Yawzi,1,2,Macroalgae,23.3
08/01/05,Yawzi,1,3,Macroalgae,20
08/01/05,Yawzi,1,4,Macroalgae,39.3
08/01/05,Yawzi,1,5,Macroalgae,19.4
08/01/05,Yawzi,1,6,Macroalgae,1.8
08/01/05,Yawzi,1,7,Macroalgae,3
08/01/05,Yawzi,1,8,Macroalgae,32.4
08/01/05,Yawzi,1,9,Macroalgae,9.8
08/01/05,Yawzi,1,10,Macroalgae,44.6
08/01/05,Yawzi,2,1,Macroalgae,41.9
08/01/05,Yawzi,2,2,Macroalgae,46
08/01/05,Yawzi,2,3,Macroalgae,51.6
08/01/05,Yawzi,2,4,Macroalgae,61.3
08/01/05,Yawzi,2,5,Macroalgae,49.1
08/01/05,Yawzi,2,6,Macroalgae,18.8
08/01/05,Yawzi,2,7,Macroalgae,21.7
08/01/05,Yawzi,2,8,Macroalgae,28.2
08/01/05,Yawzi,2,9,Macroalgae,19.9
08/01/05,Yawzi,2,10,Macroalgae,12
08/01/05,Yawzi,3,1,Macroalgae,28.3
08/01/05,Yawzi,3,2,Macroalgae,36
08/01/05,Yawzi,3,3,Macroalgae,31.9
08/01/05,Yawzi,3,4,Macroalgae,53.8
08/01/05,Yawzi,3,5,Macroalgae,39.3
08/01/05,Yawzi,3,6,Macroalgae,43.3
08/01/05,Yawzi,3,7,Macroalgae,31.8
08/01/05,Yawzi,3,8,Macroalgae,19.4
08/01/05,Yawzi,3,9,Macroalgae,7.3
08/01/05,Yawzi,3,10,Macroalgae,10.4
08/01/06,Yawzi,1,1,Macroalgae,7.3
08/01/06,Yawzi,1,2,Macroalgae,24.9
08/01/06,Yawzi,1,3,Macroalgae,33.5
08/01/06,Yawzi,1,4,Macroalgae,10.7
08/01/06,Yawzi,1,5,Macroalgae,17.7
08/01/06,Yawzi,1,6,Macroalgae,12.7
08/01/06,Yawzi,1,7,Macroalgae,21.2
08/01/06,Yawzi,1,8,Macroalgae,55.9
08/01/06,Yawzi,1,9,Macroalgae,37.2
08/01/06,Yawzi,1,10,Macroalgae,50.8
08/01/06,Yawzi,2,1,Macroalgae,61.3
08/01/06,Yawzi,2,2,Macroalgae,65.1
08/01/06,Yawzi,2,3,Macroalgae,68
08/01/06,Yawzi,2,4,Macroalgae,85.7
08/01/06,Yawzi,2,5,Macroalgae,69.6
08/01/06,Yawzi,2,6,Macroalgae,54.5
08/01/06,Yawzi,2,7,Macroalgae,74.2
08/01/06,Yawzi,2,8,Macroalgae,61.5
08/01/06,Yawzi,2,9,Macroalgae,44.9
08/01/06,Yawzi,2,10,Macroalgae,45.3
08/01/06,Yawzi,3,1,Macroalgae,78.6
08/01/06,Yawzi,3,2,Macroalgae,56.7
08/01/06,Yawzi,3,3,Macroalgae,43.9
08/01/06,Yawzi,3,4,Macroalgae,51.8
08/01/06,Yawzi,3,5,Macroalgae,63.1
08/01/06,Yawzi,3,6,Macroalgae,61
08/01/06,Yawzi,3,7,Macroalgae,40.5
08/01/06,Yawzi,3,8,Macroalgae,46.6
08/01/06,Yawzi,3,9,Macroalgae,29
08/01/06,Yawzi,3,10,Macroalgae,46.4
08/01/07,Yawzi,1,1,Macroalgae,3.2
08/01/07,Yawzi,1,2,Macroalgae,10.6
08/01/07,Yawzi,1,3,Macroalgae,31.7
08/01/07,Yawzi,1,4,Macroalgae,16.1
08/01/07,Yawzi,1,5,Macroalgae,19.8
08/01/07,Yawzi,1,6,Macroalgae,22.4
08/01/07,Yawzi,1,7,Macroalgae,27.6
08/01/07,Yawzi,1,8,Macroalgae,36.5
08/01/07,Yawzi,1,9,Macroalgae,26.5
08/01/07,Yawzi,1,10,Macroalgae,30.5
08/01/07,Yawzi,2,1,Macroalgae,39.5
08/01/07,Yawzi,2,2,Macroalgae,44.2
08/01/07,Yawzi,2,3,Macroalgae,41.9
08/01/07,Yawzi,2,4,Macroalgae,49.7
08/01/07,Yawzi,2,5,Macroalgae,34.9
08/01/07,Yawzi,2,6,Macroalgae,17
08/01/07,Yawzi,2,7,Macroalgae,34.5
08/01/07,Yawzi,2,8,Macroalgae,33.5
08/01/07,Yawzi,2,9,Macroalgae,10.8
08/01/07,Yawzi,2,10,Macroalgae,29.9
08/01/07,Yawzi,3,1,Macroalgae,23.5
08/01/07,Yawzi,3,2,Macroalgae,31.3
08/01/07,Yawzi,3,3,Macroalgae,28.1
08/01/07,Yawzi,3,4,Macroalgae,31
08/01/07,Yawzi,3,5,Macroalgae,19
08/01/07,Yawzi,3,6,Macroalgae,18.6
08/01/07,Yawzi,3,7,Macroalgae,15.8
08/01/07,Yawzi,3,8,Macroalgae,22.6
08/01/07,Yawzi,3,9,Macroalgae,24.2
08/01/07,Yawzi,3,10,Macroalgae,19.1
08/01/08,Yawzi,1,1,Macroalgae,0
08/01/08,Yawzi,1,2,Macroalgae,6.3
08/01/08,Yawzi,1,3,Macroalgae,15.8
08/01/08,Yawzi,1,4,Macroalgae,30.7
08/01/08,Yawzi,1,5,Macroalgae,24.1
08/01/08,Yawzi,1,6,Macroalgae,23
08/01/08,Yawzi,1,7,Macroalgae,32.7
08/01/08,Yawzi,1,8,Macroalgae,20.7
08/01/08,Yawzi,1,9,Macroalgae,33.1
08/01/08,Yawzi,1,10,Macroalgae,32.3
08/01/08,Yawzi,2,1,Macroalgae,64.4
08/01/08,Yawzi,2,2,Macroalgae,56.8
08/01/08,Yawzi,2,3,Macroalgae,41.9
08/01/08,Yawzi,2,4,Macroalgae,40.2
08/01/08,Yawzi,2,5,Macroalgae,34.6
08/01/08,Yawzi,2,6,Macroalgae,41
08/01/08,Yawzi,2,7,Macroalgae,19.7
08/01/08,Yawzi,2,8,Macroalgae,21.3
08/01/08,Yawzi,2,9,Macroalgae,19.2
08/01/08,Yawzi,2,10,Macroalgae,29.4
08/01/08,Yawzi,3,1,Macroalgae,30.8
08/01/08,Yawzi,3,2,Macroalgae,29
08/01/08,Yawzi,3,3,Macroalgae,24.6
08/01/08,Yawzi,3,4,Macroalgae,27.9
08/01/08,Yawzi,3,5,Macroalgae,33.3
08/01/08,Yawzi,3,6,Macroalgae,32.4
08/01/08,Yawzi,3,7,Macroalgae,13
08/01/08,Yawzi,3,8,Macroalgae,17
08/01/08,Yawzi,3,9,Macroalgae,10
08/01/08,Yawzi,3,10,Macroalgae,7.6
08/01/09,Yawzi,1,1,Macroalgae,2.1
08/01/09,Yawzi,1,2,Macroalgae,31.4
08/01/09,Yawzi,1,3,Macroalgae,14.5
08/01/09,Yawzi,1,4,Macroalgae,26.9
08/01/09,Yawzi,1,5,Macroalgae,17.1
08/01/09,Yawzi,1,6,Macroalgae,40.9
08/01/09,Yawzi,1,7,Macroalgae,27.4
08/01/09,Yawzi,1,8,Macroalgae,49.2
08/01/09,Yawzi,1,9,Macroalgae,56.2
08/01/09,Yawzi,1,10,Macroalgae,44.7
08/01/09,Yawzi,2,1,Macroalgae,74.1
08/01/09,Yawzi,2,2,Macroalgae,77
08/01/09,Yawzi,2,3,Macroalgae,50.8
08/01/09,Yawzi,2,4,Macroalgae,54.2
08/01/09,Yawzi,2,5,Macroalgae,47.1
08/01/09,Yawzi,2,6,Macroalgae,28.3
08/01/09,Yawzi,2,7,Macroalgae,48.7
08/01/09,Yawzi,2,8,Macroalgae,38.1
08/01/09,Yawzi,2,9,Macroalgae,37.2
08/01/09,Yawzi,2,10,Macroalgae,33.3
08/01/09,Yawzi,3,1,Macroalgae,58.6
08/01/09,Yawzi,3,2,Macroalgae,39.4
08/01/09,Yawzi,3,3,Macroalgae,51.4
08/01/09,Yawzi,3,4,Macroalgae,36.1
08/01/09,Yawzi,3,5,Macroalgae,45.8
08/01/09,Yawzi,3,6,Macroalgae,34.9
08/01/09,Yawzi,3,7,Macroalgae,32.6
08/01/09,Yawzi,3,8,Macroalgae,35.1
08/01/09,Yawzi,3,9,Macroalgae,32.3
08/01/09,Yawzi,3,10,Macroalgae,46.4
08/01/10,Yawzi,1,1,Macroalgae,20.9
08/01/10,Yawzi,1,2,Macroalgae,49.7
08/01/10,Yawzi,1,3,Macroalgae,37.6
08/01/10,Yawzi,1,4,Macroalgae,37.6
08/01/10,Yawzi,1,5,Macroalgae,22.2
08/01/10,Yawzi,1,6,Macroalgae,26.3
08/01/10,Yawzi,1,7,Macroalgae,34
08/01/10,Yawzi,1,8,Macroalgae,45.8
08/01/10,Yawzi,1,9,Macroalgae,37
08/01/10,Yawzi,1,10,Macroalgae,52.7
08/01/10,Yawzi,2,1,Macroalgae,45.8
08/01/10,Yawzi,2,2,Macroalgae,52.4
08/01/10,Yawzi,2,3,Macroalgae,64.8
08/01/10,Yawzi,2,4,Macroalgae,60.6
08/01/10,Yawzi,2,5,Macroalgae,67.2
08/01/10,Yawzi,2,6,Macroalgae,60.3
08/01/10,Yawzi,2,7,Macroalgae,50.5
08/01/10,Yawzi,2,8,Macroalgae,54.3
08/01/10,Yawzi,2,9,Macroalgae,40.6
08/01/10,Yawzi,2,10,Macroalgae,32.5
08/01/10,Yawzi,3,1,Macroalgae,40.9
08/01/10,Yawzi,3,2,Macroalgae,74.2
08/01/10,Yawzi,3,3,Macroalgae,56
08/01/10,Yawzi,3,4,Macroalgae,45
08/01/10,Yawzi,3,5,Macroalgae,59.8
08/01/10,Yawzi,3,6,Macroalgae,52.6
08/01/10,Yawzi,3,7,Macroalgae,38.2
08/01/10,Yawzi,3,8,Macroalgae,57.1
08/01/10,Yawzi,3,9,Macroalgae,44.7
08/01/10,Yawzi,3,10,Macroalgae,38.3
08/01/11,Yawzi,1,1,Macroalgae,15.6
08/01/11,Yawzi,1,2,Macroalgae,28.6
08/01/11,Yawzi,1,3,Macroalgae,43.3
08/01/11,Yawzi,1,4,Macroalgae,29.1
08/01/11,Yawzi,1,5,Macroalgae,46.9
08/01/11,Yawzi,1,6,Macroalgae,36.9
08/01/11,Yawzi,1,7,Macroalgae,36
08/01/11,Yawzi,1,8,Macroalgae,33.3
08/01/11,Yawzi,1,9,Macroalgae,31.5
08/01/11,Yawzi,1,10,Macroalgae,38.2
08/01/11,Yawzi,2,1,Macroalgae,50.8
08/01/11,Yawzi,2,2,Macroalgae,71
08/01/11,Yawzi,2,3,Macroalgae,50.8
08/01/11,Yawzi,2,4,Macroalgae,44.2
08/01/11,Yawzi,2,5,Macroalgae,52
08/01/11,Yawzi,2,6,Macroalgae,24.9
08/01/11,Yawzi,2,7,Macroalgae,43
08/01/11,Yawzi,2,8,Macroalgae,32.5
08/01/11,Yawzi,2,9,Macroalgae,39.5
08/01/11,Yawzi,2,10,Macroalgae,39.7
08/01/11,Yawzi,3,1,Macroalgae,48.5
08/01/11,Yawzi,3,2,Macroalgae,36.5
08/01/11,Yawzi,3,3,Macroalgae,36.5
08/01/11,Yawzi,3,4,Macroalgae,64
08/01/11,Yawzi,3,5,Macroalgae,39.5
08/01/11,Yawzi,3,6,Macroalgae,13.6
08/01/11,Yawzi,3,7,Macroalgae,22
08/01/11,Yawzi,3,8,Macroalgae,30.5
08/01/11,Yawzi,3,9,Macroalgae,16
08/01/11,Yawzi,3,10,Macroalgae,38.7
08/01/12,Yawzi,1,1,Macroalgae,31.7
08/01/12,Yawzi,1,2,Macroalgae,53.5
08/01/12,Yawzi,1,3,Macroalgae,49.2
08/01/12,Yawzi,1,4,Macroalgae,49.5
08/01/12,Yawzi,1,5,Macroalgae,51.8
08/01/12,Yawzi,1,6,Macroalgae,61.5
08/01/12,Yawzi,1,7,Macroalgae,46.5
08/01/12,Yawzi,1,8,Macroalgae,45.2
08/01/12,Yawzi,1,9,Macroalgae,51
08/01/12,Yawzi,1,10,Macroalgae,42.5
08/01/12,Yawzi,2,1,Macroalgae,59.3
08/01/12,Yawzi,2,2,Macroalgae,54.5
08/01/12,Yawzi,2,3,Macroalgae,56.5
08/01/12,Yawzi,2,4,Macroalgae,53.8
08/01/12,Yawzi,2,5,Macroalgae,20.5
08/01/12,Yawzi,2,6,Macroalgae,31.5
08/01/12,Yawzi,2,7,Macroalgae,52.5
08/01/12,Yawzi,2,8,Macroalgae,29.1
08/01/12,Yawzi,2,9,Macroalgae,16.1
08/01/12,Yawzi,2,10,Macroalgae,20.5
08/01/12,Yawzi,3,1,Macroalgae,66
08/01/12,Yawzi,3,2,Macroalgae,52
08/01/12,Yawzi,3,3,Macroalgae,37
08/01/12,Yawzi,3,4,Macroalgae,57.7
08/01/12,Yawzi,3,5,Macroalgae,43.5
08/01/12,Yawzi,3,6,Macroalgae,23
08/01/12,Yawzi,3,7,Macroalgae,33.7
08/01/12,Yawzi,3,8,Macroalgae,37.7
08/01/12,Yawzi,3,9,Macroalgae,32
08/01/12,Yawzi,3,10,Macroalgae,26
08/01/13,Yawzi,1,1,Macroalgae,35
08/01/13,Yawzi,1,2,Macroalgae,66.8
08/01/13,Yawzi,1,3,Macroalgae,46.5
08/01/13,Yawzi,1,4,Macroalgae,34.4
08/01/13,Yawzi,1,5,Macroalgae,34.6
08/01/13,Yawzi,1,6,Macroalgae,30.2
08/01/13,Yawzi,1,7,Macroalgae,55.1
08/01/13,Yawzi,1,8,Macroalgae,41.1
08/01/13,Yawzi,1,9,Macroalgae,39.1
08/01/13,Yawzi,1,10,Macroalgae,12.5
08/01/13,Yawzi,2,1,Macroalgae,26
08/01/13,Yawzi,2,2,Macroalgae,36.5
08/01/13,Yawzi,2,3,Macroalgae,18.1
08/01/13,Yawzi,2,4,Macroalgae,34.7
08/01/13,Yawzi,2,5,Macroalgae,33.7
08/01/13,Yawzi,2,6,Macroalgae,21.7
08/01/13,Yawzi,2,7,Macroalgae,38
08/01/13,Yawzi,2,8,Macroalgae,35.5
08/01/13,Yawzi,2,9,Macroalgae,38.5
08/01/13,Yawzi,2,10,Macroalgae,27.5
08/01/13,Yawzi,3,1,Macroalgae,48.7
08/01/13,Yawzi,3,2,Macroalgae,33.3
08/01/13,Yawzi,3,3,Macroalgae,31.7
08/01/13,Yawzi,3,4,Macroalgae,24.5
08/01/13,Yawzi,3,5,Macroalgae,32
08/01/13,Yawzi,3,6,Macroalgae,10.5
08/01/13,Yawzi,3,7,Macroalgae,39
08/01/13,Yawzi,3,8,Macroalgae,29.5
08/01/13,Yawzi,3,9,Macroalgae,13
08/01/13,Yawzi,3,10,Macroalgae,18.6
08/01/14,Yawzi,1,1,Macroalgae,24
08/01/14,Yawzi,1,2,Macroalgae,46.7
08/01/14,Yawzi,1,3,Macroalgae,34.5
08/01/14,Yawzi,1,4,Macroalgae,46
08/01/14,Yawzi,1,5,Macroalgae,42
08/01/14,Yawzi,1,6,Macroalgae,45.5
08/01/14,Yawzi,1,7,Macroalgae,40.5
08/01/14,Yawzi,1,8,Macroalgae,53.5
08/01/14,Yawzi,1,9,Macroalgae,40
08/01/14,Yawzi,1,10,Macroalgae,33
08/01/14,Yawzi,2,1,Macroalgae,57.5
08/01/14,Yawzi,2,2,Macroalgae,60.5
08/01/14,Yawzi,2,3,Macroalgae,47.7
08/01/14,Yawzi,2,4,Macroalgae,52.5
08/01/14,Yawzi,2,5,Macroalgae,33
08/01/14,Yawzi,2,6,Macroalgae,9.5
08/01/14,Yawzi,2,7,Macroalgae,24
08/01/14,Yawzi,2,8,Macroalgae,15
08/01/14,Yawzi,2,9,Macroalgae,5
08/01/14,Yawzi,2,10,Macroalgae,16.9
08/01/14,Yawzi,3,1,Macroalgae,40.5
08/01/14,Yawzi,3,2,Macroalgae,45.7
08/01/14,Yawzi,3,3,Macroalgae,27.5
08/01/14,Yawzi,3,4,Macroalgae,11
08/01/14,Yawzi,3,5,Macroalgae,26.5
08/01/14,Yawzi,3,6,Macroalgae,9
08/01/14,Yawzi,3,7,Macroalgae,21
08/01/14,Yawzi,3,8,Macroalgae,23.1
08/01/14,Yawzi,3,9,Macroalgae,9
08/01/14,Yawzi,3,10,Macroalgae,22.5
08/01/15,Yawzi,1,1,Macroalgae,35
08/01/15,Yawzi,1,2,Macroalgae,64
08/01/15,Yawzi,1,3,Macroalgae,44.7
08/01/15,Yawzi,1,4,Macroalgae,50
08/01/15,Yawzi,1,5,Macroalgae,64
08/01/15,Yawzi,1,6,Macroalgae,72
08/01/15,Yawzi,1,7,Macroalgae,63
08/01/15,Yawzi,1,8,Macroalgae,57
08/01/15,Yawzi,1,9,Macroalgae,56.5
08/01/15,Yawzi,1,10,Macroalgae,64.5
08/01/15,Yawzi,2,1,Macroalgae,73.5
08/01/15,Yawzi,2,2,Macroalgae,73.5
08/01/15,Yawzi,2,3,Macroalgae,68.5
08/01/15,Yawzi,2,4,Macroalgae,58.5
08/01/15,Yawzi,2,5,Macroalgae,55
08/01/15,Yawzi,2,6,Macroalgae,27.5
08/01/15,Yawzi,2,7,Macroalgae,45
08/01/15,Yawzi,2,8,Macroalgae,37.5
08/01/15,Yawzi,2,9,Macroalgae,21
08/01/15,Yawzi,2,10,Macroalgae,26.3
08/01/15,Yawzi,3,1,Macroalgae,42
08/01/15,Yawzi,3,2,Macroalgae,54.5
08/01/15,Yawzi,3,3,Macroalgae,50.5
08/01/15,Yawzi,3,4,Macroalgae,27
08/01/15,Yawzi,3,5,Macroalgae,40
08/01/15,Yawzi,3,6,Macroalgae,16.5
08/01/15,Yawzi,3,7,Macroalgae,23
08/01/15,Yawzi,3,8,Macroalgae,28
08/01/15,Yawzi,3,9,Macroalgae,22
