YEAR,SITE,REGION,BENTHIC_GROUP,FAMILY,GENUS,COVER
1996,5,2,HARD CORAL,ACROPORIDAE,ISOPORA,5.8
1996,5,2,HARD CORAL,ACROPORIDAE,MONTIPORA,4
1996,5,2,HARD CORAL,AGARICIIDAE,PAVONA,0.7
1996,5,2,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.8
1996,5,2,HARD CORAL,PORITIDAE,PORITES,2.5
1996,5,2,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,5.7
1996,5,2,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.6
1996,5,2,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.6
1996,5,2,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.1
1996,5,2,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.3
1996,5,2,MACROALGAE and SPONGE,,,21.6
1996,5,2,TURF and CORALLINE ALGAE,,,6.8
1996,5,2,OTHER GROUP,,,3.2
1996,6,2,HARD CORAL,ACROPORIDAE,ACROPORA,23.82361809
1996,6,2,HARD CORAL,FAVIIDAE,ECHINOPORA,2.30201005
1996,6,2,HARD CORAL,FAVIIDAE,FAVID SPP,1.1
1996,6,2,HARD CORAL,FUNGIIDAE,FUNGIA,3.303517588
1996,6,2,HARD CORAL,FAVIIDAE,GONIASTREA,1.103015075
1996,6,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,6.706532663
1996,6,2,HARD CORAL,ACROPORIDAE,ISOPORA,9.205527638
1996,6,2,HARD CORAL,ACROPORIDAE,MONTIPORA,5.404020101
1996,6,2,HARD CORAL,AGARICIIDAE,PAVONA,0.8
1996,6,2,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.4
1996,6,2,HARD CORAL,PORITIDAE,PORITES,5.204522613
1996,6,2,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,3.904020101
1996,6,2,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.2
1996,6,2,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.500502513
1996,6,2,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.1
1996,6,2,MACROALGAE and SPONGE,,,21.72613065
1996,6,2,TURF and CORALLINE ALGAE,,,8.813567839
1996,6,2,OTHER GROUP,,,5.403015075
1996,7,3,HARD CORAL,ACROPORIDAE,ACROPORA,9.497560976
1996,7,3,HARD CORAL,FAVIIDAE,FAVID SPP,3.051219512
1996,7,3,HARD CORAL,FAVIIDAE,FAVITES,0.1
1996,7,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.097560976
1996,7,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.295121951
1996,7,3,HARD CORAL,ACROPORIDAE,ISOPORA,11.1902439
1996,7,3,HARD CORAL,ACROPORIDAE,MONTIPORA,5.092682927
1996,7,3,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.292682927
1996,7,3,HARD CORAL,PORITIDAE,PORITES,6.673170732
1996,7,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.16097561
1996,7,3,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.295121951
1996,7,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,2.448780488
1996,7,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.387804878
1996,7,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.951219512
1996,7,3,MACROALGAE and SPONGE,,,16.54390244
1996,7,3,TURF and CORALLINE ALGAE,,,25.97804878
1996,7,3,OTHER GROUP,,,12.94390244
1996,8,3,HARD CORAL,ACROPORIDAE,ACROPORA,7.273170732
1996,8,3,HARD CORAL,FAVIIDAE,ECHINOPORA,0.585365854
1996,8,3,HARD CORAL,FAVIIDAE,FAVID SPP,2.446341463
1996,8,3,HARD CORAL,FAVIIDAE,FAVITES,0.097560976
1996,8,3,HARD CORAL,FUNGIIDAE,FUNGIA,0.195121951
1996,8,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.487804878
1996,8,3,HARD CORAL,ACROPORIDAE,ISOPORA,21.14878049
1996,8,3,HARD CORAL,ACROPORIDAE,MONTIPORA,4.214634146
1996,8,3,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.097560976
1996,8,3,HARD CORAL,PORITIDAE,PORITES,6.86097561
1996,8,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,4.819512195
1996,8,3,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.097560976
1996,8,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,2.451219512
1996,8,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.195121951
1996,8,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.268292683
1996,8,3,MACROALGAE and SPONGE,,,12.05121951
1996,8,3,TURF and CORALLINE ALGAE,,,29.35609756
1996,8,3,OTHER GROUP,,,6.353658537
1996,9,3,HARD CORAL,ACROPORIDAE,ACROPORA,1.771428571
1996,9,3,HARD CORAL,FAVIIDAE,FAVID SPP,3.466666667
1996,9,3,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.595238095
1996,9,3,HARD CORAL,ACROPORIDAE,ISOPORA,5.438095238
1996,9,3,HARD CORAL,ACROPORIDAE,MONTIPORA,5.461904762
1996,9,3,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.2
1996,9,3,HARD CORAL,PORITIDAE,PORITES,9.014285714
1996,9,3,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.885714286
1996,9,3,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.2
1996,9,3,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,3.866666667
1996,9,3,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.4
1996,9,3,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.295238095
1996,9,3,MACROALGAE and SPONGE,,,15.21904762
1996,9,3,TURF and CORALLINE ALGAE,,,43.30952381
1996,9,3,OTHER GROUP,,,6.876190476
1996,10,4,HARD CORAL,ACROPORIDAE,ACROPORA,1.696126976
1996,10,4,HARD CORAL,FAVIIDAE,FAVIA,0.1
1996,10,4,HARD CORAL,FAVIIDAE,FAVID SPP,4.67324427
1996,10,4,HARD CORAL,FUNGIIDAE,FUNGIA,0.197560976
1996,10,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.80201005
1996,10,4,HARD CORAL,ACROPORIDAE,ISOPORA,1.798566001
1996,10,4,HARD CORAL,ACROPORIDAE,MONTIPORA,5.990464518
1996,10,4,HARD CORAL,AGARICIIDAE,PAVONA,0.198063488
1996,10,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.793185439
1996,10,4,HARD CORAL,PORITIDAE,PORITES,13.86737345
1996,10,4,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.978624831
1996,10,4,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.495121951
1996,10,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,13.54283613
1996,10,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,2.297634514
1996,10,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,2.387449442
1996,10,4,MACROALGAE and SPONGE,,,11.25596274
1996,10,4,TURF and CORALLINE ALGAE,,,23.80790538
1996,10,4,OTHER GROUP,,,13.11786984
1996,11,4,HARD CORAL,ACROPORIDAE,ACROPORA,3.8
1996,11,4,HARD CORAL,FAVIIDAE,FAVIA,0.1
1996,11,4,HARD CORAL,FAVIIDAE,FAVID SPP,3.1
1996,11,4,HARD CORAL,FUNGIIDAE,FUNGIA,0.2
1996,11,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.4
1996,11,4,HARD CORAL,ACROPORIDAE,ISOPORA,10
1996,11,4,HARD CORAL,ACROPORIDAE,MONTIPORA,6.5
1996,11,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.4
1996,11,4,HARD CORAL,PORITIDAE,PORITES,21.6
1996,11,4,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.5
1996,11,4,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.4
1996,11,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,20.9
1996,11,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.4
1996,11,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.4
1996,11,4,MACROALGAE and SPONGE,,,11.4
1996,11,4,TURF and CORALLINE ALGAE,,,10
1996,11,4,OTHER GROUP,,,6.9
1996,12,4,HARD CORAL,ACROPORIDAE,ACROPORA,0.7
1996,12,4,HARD CORAL,FAVIIDAE,FAVIA,0.3
1996,12,4,HARD CORAL,FAVIIDAE,FAVID SPP,4.3
1996,12,4,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.5
1996,12,4,HARD CORAL,ACROPORIDAE,ISOPORA,5.2
1996,12,4,HARD CORAL,ACROPORIDAE,MONTIPORA,8.7
1996,12,4,HARD CORAL,AGARICIIDAE,PAVONA,0.1
1996,12,4,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.3
1996,12,4,HARD CORAL,PORITIDAE,PORITES,14.5
1996,12,4,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.8
1996,12,4,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,1.3
1996,12,4,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,13
1996,12,4,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,2.2
1996,12,4,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.1
1996,12,4,MACROALGAE and SPONGE,,,11.2
1996,12,4,TURF and CORALLINE ALGAE,,,28.1
1996,12,4,OTHER GROUP,,,7.7
1996,13,5,HARD CORAL,ACROPORIDAE,ACROPORA,3.303015075
1996,13,5,HARD CORAL,FAVIIDAE,FAVIA,0.300502513
1996,13,5,HARD CORAL,FAVIIDAE,FAVID SPP,2.805527638
1996,13,5,HARD CORAL,FAVIIDAE,FAVITES,0.1
1996,13,5,HARD CORAL,FAVIIDAE,GONIASTREA,0.600502513
1996,13,5,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.1
1996,13,5,HARD CORAL,ACROPORIDAE,ISOPORA,18.81005025
1996,13,5,HARD CORAL,ACROPORIDAE,MONTIPORA,10.10854271
1996,13,5,HARD CORAL,AGARICIIDAE,PAVONA,0.100502513
1996,13,5,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.100502513
1996,13,5,HARD CORAL,PORITIDAE,PORITES,12.11557789
1996,13,5,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.803517588
1996,13,5,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,7.404522613
1996,13,5,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.5
1996,13,5,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.9
1996,13,5,MACROALGAE and SPONGE,,,12.51407035
1996,13,5,TURF and CORALLINE ALGAE,,,21.12713568
1996,13,5,OTHER GROUP,,,6.306030151
1996,14,5,HARD CORAL,ACROPORIDAE,ACROPORA,4.611557789
1996,14,5,HARD CORAL,FAVIIDAE,FAVIA,0.100502513
1996,14,5,HARD CORAL,FAVIIDAE,FAVID SPP,2.606532663
1996,14,5,HARD CORAL,FUNGIIDAE,FUNGIA,0.100502513
1996,14,5,HARD CORAL,FAVIIDAE,GONIASTREA,0.300502513
1996,14,5,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.1
1996,14,5,HARD CORAL,ACROPORIDAE,ISOPORA,41.93065327
1996,14,5,HARD CORAL,ACROPORIDAE,MONTIPORA,5.91959799
1996,14,5,HARD CORAL,AGARICIIDAE,PAVONA,0.200502513
1996,14,5,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.701507538
1996,14,5,HARD CORAL,PORITIDAE,PORITES,8.630150754
1996,14,5,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.903517588
1996,14,5,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.1
1996,14,5,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,3.406030151
1996,14,5,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.404020101
1996,14,5,MACROALGAE and SPONGE,,,13.43919598
1996,14,5,TURF and CORALLINE ALGAE,,,11.03015075
1996,14,5,OTHER GROUP,,,4.515075377
1996,15,5,HARD CORAL,ACROPORIDAE,ACROPORA,3.7
1996,15,5,HARD CORAL,FAVIIDAE,FAVIA,0.3
1996,15,5,HARD CORAL,FAVIIDAE,FAVID SPP,3.7
1996,15,5,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1996,15,5,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.3
1996,15,5,HARD CORAL,ACROPORIDAE,ISOPORA,20.9
1996,15,5,HARD CORAL,ACROPORIDAE,MONTIPORA,10.8
1996,15,5,HARD CORAL,AGARICIIDAE,PAVONA,0.1
1996,15,5,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.6
1996,15,5,HARD CORAL,PORITIDAE,PORITES,11.8
1996,15,5,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,3
1996,15,5,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.2
1996,15,5,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,4
1996,15,5,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.2
1996,15,5,MACROALGAE and SPONGE,,,12.9
1996,15,5,TURF and CORALLINE ALGAE,,,21.2
1996,15,5,OTHER GROUP,,,5.1
1996,16,6,HARD CORAL,ACROPORIDAE,ACROPORA,2.4
1996,16,6,HARD CORAL,FAVIIDAE,FAVIA,0.7
1996,16,6,HARD CORAL,FAVIIDAE,FAVID SPP,4.4
1996,16,6,HARD CORAL,FAVIIDAE,FAVITES,0.4
1996,16,6,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1996,16,6,HARD CORAL,ACROPORIDAE,ISOPORA,9.8
1996,16,6,HARD CORAL,ACROPORIDAE,MONTIPORA,17.7
1996,16,6,HARD CORAL,AGARICIIDAE,PAVONA,0.3
1996,16,6,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.7
1996,16,6,HARD CORAL,PORITIDAE,PORITES,11.2
1996,16,6,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,1.1
1996,16,6,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.1
1996,16,6,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,4
1996,16,6,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.2
1996,16,6,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.4
1996,16,6,MACROALGAE and SPONGE,,,11.8
1996,16,6,TURF and CORALLINE ALGAE,,,28.9
1996,16,6,OTHER GROUP,,,4.7
1996,17,6,HARD CORAL,ACROPORIDAE,ACROPORA,5.7
1996,17,6,HARD CORAL,FAVIIDAE,FAVIA,0.4
1996,17,6,HARD CORAL,FAVIIDAE,FAVID SPP,3.1
1996,17,6,HARD CORAL,FAVIIDAE,FAVITES,0.3
1996,17,6,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.2
1996,17,6,HARD CORAL,ACROPORIDAE,ISOPORA,21.7
1996,17,6,HARD CORAL,ACROPORIDAE,MONTIPORA,7.1
1996,17,6,HARD CORAL,AGARICIIDAE,PAVONA,0.8
1996,17,6,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,1.7
1996,17,6,HARD CORAL,PORITIDAE,PORITES,7.7
1996,17,6,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,3.9
1996,17,6,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,7.6
1996,17,6,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.9
1996,17,6,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.3
1996,17,6,MACROALGAE and SPONGE,,,14.4
1996,17,6,TURF and CORALLINE ALGAE,,,18.9
1996,17,6,OTHER GROUP,,,4.3
1996,18,6,HARD CORAL,ACROPORIDAE,ACROPORA,1.8
1996,18,6,HARD CORAL,FAVIIDAE,FAVIA,0.5
1996,18,6,HARD CORAL,FAVIIDAE,FAVID SPP,3.8
1996,18,6,HARD CORAL,FAVIIDAE,FAVITES,0.7
1996,18,6,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1996,18,6,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.5
1996,18,6,HARD CORAL,ACROPORIDAE,ISOPORA,4.9
1996,18,6,HARD CORAL,ACROPORIDAE,MONTIPORA,14.1
1996,18,6,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.4
1996,18,6,HARD CORAL,PORITIDAE,PORITES,13.5
1996,18,6,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,0.6
1996,18,6,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,10.2
1996,18,6,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,3.4
1996,18,6,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.5
1996,18,6,MACROALGAE and SPONGE,,,12.8
1996,18,6,TURF and CORALLINE ALGAE,,,26.2
1996,18,6,OTHER GROUP,,,6
1996,19,7,HARD CORAL,ACROPORIDAE,ACROPORA,4.4
1996,19,7,HARD CORAL,FAVIIDAE,FAVIA,0.4
1996,19,7,HARD CORAL,FAVIIDAE,FAVID SPP,4.2
1996,19,7,HARD CORAL,FUNGIIDAE,FUNGIA,0.2
1996,19,7,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,1.1
1996,19,7,HARD CORAL,ACROPORIDAE,ISOPORA,7.6
1996,19,7,HARD CORAL,ACROPORIDAE,MONTIPORA,10.5
1996,19,7,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,1
1996,19,7,HARD CORAL,PORITIDAE,PORITES,7.1
1996,19,7,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,3.8
1996,19,7,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.1
1996,19,7,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,7.6
1996,19,7,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,2
1996,19,7,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.9
1996,19,7,MACROALGAE and SPONGE,,,15
1996,19,7,TURF and CORALLINE ALGAE,,,24.2
1996,19,7,OTHER GROUP,,,9.9
1996,20,7,HARD CORAL,ACROPORIDAE,ACROPORA,5.8
1996,20,7,HARD CORAL,FAVIIDAE,FAVID SPP,3.7
1996,20,7,HARD CORAL,FAVIIDAE,GONIASTREA,1.2
1996,20,7,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.8
1996,20,7,HARD CORAL,ACROPORIDAE,ISOPORA,9.8
1996,20,7,HARD CORAL,ACROPORIDAE,MONTIPORA,7
1996,20,7,HARD CORAL,AGARICIIDAE,PAVONA,0.5
1996,20,7,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.8
1996,20,7,HARD CORAL,PORITIDAE,PORITES,14.5
1996,20,7,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,9.2
1996,20,7,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,7
1996,20,7,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.1
1996,20,7,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.2
1996,20,7,MACROALGAE and SPONGE,,,9.8
1996,20,7,TURF and CORALLINE ALGAE,,,22.2
1996,20,7,OTHER GROUP,,,6.4
1996,21,7,HARD CORAL,ACROPORIDAE,ACROPORA,8.42020202
1996,21,7,HARD CORAL,FAVIIDAE,FAVIA,0.1
1996,21,7,HARD CORAL,FAVIIDAE,FAVID SPP,2.905050505
1996,21,7,HARD CORAL,FAVIIDAE,GONIASTREA,0.201010101
1996,21,7,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,0.5
1996,21,7,HARD CORAL,ACROPORIDAE,ISOPORA,14.30808081
1996,21,7,HARD CORAL,ACROPORIDAE,MONTIPORA,6.613131313
1996,21,7,HARD CORAL,AGARICIIDAE,PAVONA,0.601010101
1996,21,7,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,1.106060606
1996,21,7,HARD CORAL,PORITIDAE,PORITES,5.805050505
1996,21,7,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,7.517171717
1996,21,7,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.101010101
1996,21,7,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,7.422222222
1996,21,7,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.803030303
1996,21,7,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.005050505
1996,21,7,MACROALGAE and SPONGE,,,9.114141414
1996,21,7,TURF and CORALLINE ALGAE,,,21.44949495
1996,21,7,OTHER GROUP,,,11.02828283
1997,1,1,HARD CORAL,ACROPORIDAE,ACROPORA,9.607035176
1997,1,1,HARD CORAL,FAVIIDAE,FAVID SPP,3.204020101
1997,1,1,HARD CORAL,FAVIIDAE,FAVITES,0.4
1997,1,1,HARD CORAL,FUNGIIDAE,FUNGIA,0.2
1997,1,1,HARD CORAL,FAVIIDAE,GONIASTREA,0.2
1997,1,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,2.504020101
1997,1,1,HARD CORAL,ACROPORIDAE,ISOPORA,0.500502513
1997,1,1,HARD CORAL,ACROPORIDAE,MONTIPORA,8.706532663
1997,1,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.3
1997,1,1,HARD CORAL,PORITIDAE,PORITES,10.81055276
1997,1,1,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.401507538
1997,1,1,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.701005025
1997,1,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,10.71155779
1997,1,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,2.80201005
1997,1,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.001005025
1997,1,1,MACROALGAE and SPONGE,,,7.070665829
1997,1,1,TURF and CORALLINE ALGAE,,,34.33197236
1997,1,1,OTHER GROUP,,,4.547613065
1997,2,1,HARD CORAL,ACROPORIDAE,ACROPORA,4.8
1997,2,1,HARD CORAL,FAVIIDAE,FAVIA,0.1
1997,2,1,HARD CORAL,FAVIIDAE,FAVID SPP,4.4
1997,2,1,HARD CORAL,FAVIIDAE,FAVITES,0.1
1997,2,1,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1997,2,1,HARD CORAL,FAVIIDAE,GONIASTREA,1.2
1997,2,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,2.6
1997,2,1,HARD CORAL,ACROPORIDAE,ISOPORA,1.3
1997,2,1,HARD CORAL,ACROPORIDAE,MONTIPORA,7
1997,2,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.3
1997,2,1,HARD CORAL,PORITIDAE,PORITES,11.7
1997,2,1,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,2.6
1997,2,1,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.4
1997,2,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,10.6
1997,2,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,3.2
1997,2,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,4.2
1997,2,1,MACROALGAE and SPONGE,,,7.8
1997,2,1,TURF and CORALLINE ALGAE,,,29.4
1997,2,1,OTHER GROUP,,,8.2
1997,3,1,HARD CORAL,ACROPORIDAE,ACROPORA,7.6
1997,3,1,HARD CORAL,FAVIIDAE,ECHINOPORA,0.1
1997,3,1,HARD CORAL,FAVIIDAE,FAVID SPP,2
1997,3,1,HARD CORAL,FAVIIDAE,FAVITES,0.2
1997,3,1,HARD CORAL,FUNGIIDAE,FUNGIA,0.1
1997,3,1,HARD CORAL,FAVIIDAE,GONIASTREA,1
1997,3,1,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,2
1997,3,1,HARD CORAL,ACROPORIDAE,ISOPORA,1.6
1997,3,1,HARD CORAL,ACROPORIDAE,MONTIPORA,5.3
1997,3,1,HARD CORAL,AGARICIIDAE,PAVONA,0.4
1997,3,1,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,0.1
1997,3,1,HARD CORAL,PORITIDAE,PORITES,25
1997,3,1,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,4.7
1997,3,1,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.3
1997,3,1,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,4.5
1997,3,1,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,1.4
1997,3,1,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,1.1
1997,3,1,MACROALGAE and SPONGE,,,8.916666667
1997,3,1,TURF and CORALLINE ALGAE,,,27.20833333
1997,3,1,OTHER GROUP,,,6.475
1997,4,2,HARD CORAL,ACROPORIDAE,ACROPORA,28.12512563
1997,4,2,HARD CORAL,FAVIIDAE,ECHINOPORA,2.501005025
1997,4,2,HARD CORAL,FAVIIDAE,FAVIA,0.1
1997,4,2,HARD CORAL,FAVIIDAE,FAVID SPP,1.80201005
1997,4,2,HARD CORAL,FUNGIIDAE,FUNGIA,3.104020101
1997,4,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.1
1997,4,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,5.504020101
1997,4,2,HARD CORAL,ACROPORIDAE,ISOPORA,8.914572864
1997,4,2,HARD CORAL,ACROPORIDAE,MONTIPORA,4.904522613
1997,4,2,HARD CORAL,AGARICIIDAE,PAVONA,0.200502513
1997,4,2,HARD CORAL,POCILLOPORIDAE,POCILLOPORA,1.801507538
1997,4,2,HARD CORAL,PORITIDAE,PORITES,1.200502513
1997,4,2,HARD CORAL,POCILLOPORIDAE,SERIATOPORA,5.307537688
1997,4,2,HARD CORAL,POCILLOPORIDAE,STYLOPHORA,0.4
1997,4,2,SOFT CORAL,ALCYONIIDAE,LOBOPHYTUM and SINULARIA,0.1
1997,4,2,SOFT CORAL,ALCYONIIDAE,SARCOPHYTON,0.2
1997,4,2,SOFT CORAL,SOFT CORAL OTHER,SOFT CORAL OTHER,0.1
1997,4,2,MACROALGAE and SPONGE,,,13.01407035
1997,4,2,TURF and CORALLINE ALGAE,,,18.61708543
1997,4,2,OTHER GROUP,,,4.003517588
1997,5,2,HARD CORAL,ACROPORIDAE,ACROPORA,29.5
1997,5,2,HARD CORAL,FAVIIDAE,ECHINOPORA,9.6
1997,5,2,HARD CORAL,FAVIIDAE,FAVID SPP,1.8
1997,5,2,HARD CORAL,FAVIIDAE,FAVITES,0.3
1997,5,2,HARD CORAL,FUNGIIDAE,FUNGIA,2.6
1997,5,2,HARD CORAL,FAVIIDAE,GONIASTREA,0.5
1997,5,2,HARD CORAL,HARD CORAL OTHER,HARD CORAL OTHER,7.1
1997,5,2,HARD CORAL,ACROPORIDAE,ISOPORA,2.9
1997,5,2,HARD CORAL,ACROPORIDAE,MONTIPORA,5.9
