site,quadrat,year,image_id,functional_group,percent_cover
East Tektite,33,2000,33,All coral,4.1
East Tektite,34,2000,34,All coral,0
East Tektite,35,2000,35,All coral,0
East Tektite,36,2000,36,All coral,1
Europa Bay,1,2000,Site_11_2000_001,All coral,0
Europa Bay,2,2000,Site_11_2000_002,All coral,0.5
Europa Bay,3,2000,Site_11_2000_003,All coral,1
Europa Bay,4,2000,Site_11_2000_004,All coral,0
Europa Bay,5,2000,Site_11_2000_005,All coral,34.7
Europa Bay,6,2000,Site_11_2000_006,All coral,16.9
Europa Bay,7,2000,Site_11_2000_007,All coral,0
Europa Bay,8,2000,Site_11_2000_008,All coral,9.1
Europa Bay,9,2000,Site_11_2000_009,All coral,2.1
Europa Bay,10,2000,Site_11_2000_010,All coral,0
Europa Bay,11,2000,Site_11_2000_011,All coral,0
Europa Bay,12,2000,Site_11_2000_012,All coral,0
Europa Bay,13,2000,Site_11_2000_013,All coral,0
Europa Bay,14,2000,Site_11_2000_014,All coral,13.6
Europa Bay,15,2000,Site_11_2000_015,All coral,0
Europa Bay,16,2000,Site_11_2000_016,All coral,0.5
Europa Bay,17,2000,Site_11_2000_017,All coral,2
Europa Bay,18,2000,Site_11_2000_018,All coral,2
Europa Bay,19,2000,Site_11_2000_019,All coral,0
Europa Bay,20,2000,Site_11_2000_020,All coral,0
Europa Bay,21,2000,Site_11_2000_021,All coral,0.5
Europa Bay,22,2000,Site_11_2000_022,All coral,0
Europa Bay,23,2000,Site_11_2000_023,All coral,0
Europa Bay,24,2000,Site_11_2000_024,All coral,0
Europa Bay,25,2000,Site_11_2000_025,All coral,0
Europa Bay,26,2000,Site_11_2000_026,All coral,0
Europa Bay,27,2000,Site_11_2000_027,All coral,0
Europa Bay,28,2000,Site_11_2000_028,All coral,0
Europa Bay,29,2000,Site_11_2000_029,All coral,0
Europa Bay,30,2000,Site_11_2000_030,All coral,0
Europa Bay,31,2000,Site_11_2000_031,All coral,0
Europa Bay,32,2000,Site_11_2000_032,All coral,0
Europa Bay,33,2000,Site_11_2000_033,All coral,0
Europa Bay,34,2000,Site_11_2000_034,All coral,0
Europa Bay,35,2000,Site_11_2000_035,All coral,0.5
Europa Bay,36,2000,Site_11_2000_036,All coral,0
Europa Bay,37,2000,Site_11_2000_037,All coral,0
Little Lameshur Bay,1,2000,Site_09_2000_001,All coral,0
Little Lameshur Bay,2,2000,Site_09_2000_002,All coral,0
Little Lameshur Bay,3,2000,Site_09_2000_003,All coral,1
Little Lameshur Bay,4,2000,Site_09_2000_004,All coral,0.5
Little Lameshur Bay,5,2000,Site_09_2000_005,All coral,0
Little Lameshur Bay,6,2000,Site_09_2000_006,All coral,0
Little Lameshur Bay,7,2000,Site_09_2000_007,All coral,9.5
Little Lameshur Bay,8,2000,Site_09_2000_008,All coral,0
Little Lameshur Bay,9,2000,Site_09_2000_009,All coral,0
Little Lameshur Bay,10,2000,Site_09_2000_010,All coral,6.1
Little Lameshur Bay,11,2000,Site_09_2000_011,All coral,0.5
Little Lameshur Bay,12,2000,Site_09_2000_012,All coral,0
Little Lameshur Bay,13,2000,Site_09_2000_013,All coral,0
Little Lameshur Bay,14,2000,Site_09_2000_014,All coral,2.1
Little Lameshur Bay,15,2000,Site_09_2000_015,All coral,2.6
Little Lameshur Bay,16,2000,Site_09_2000_016,All coral,0
Little Lameshur Bay,17,2000,Site_09_2000_017,All coral,0
Little Lameshur Bay,18,2000,Site_09_2000_018,All coral,0
Little Lameshur Bay,19,2000,Site_09_2000_019,All coral,3.6
Little Lameshur Bay,20,2000,Site_09_2000_020,All coral,0
Little Lameshur Bay,21,2000,Site_09_2000_021,All coral,0.5
Little Lameshur Bay,22,2000,Site_09_2000_022,All coral,1
Little Lameshur Bay,23,2000,Site_09_2000_023,All coral,0
Little Lameshur Bay,24,2000,Site_09_2000_024,All coral,0.5
Little Lameshur Bay,25,2000,Site_09_2000_025,All coral,0
Little Lameshur Bay,26,2000,Site_09_2000_026,All coral,0
Little Lameshur Bay,27,2000,Site_09_2000_027,All coral,0.5
Little Lameshur Bay,28,2000,Site_09_2000_028,All coral,0
Little Lameshur Bay,29,2000,Site_09_2000_030,All coral,0
Little Lameshur Bay,30,2000,Site_09_2000_031,All coral,0
Little Lameshur Bay,31,2000,Site_09_2000_032,All coral,0
Little Lameshur Bay,32,2000,Site_09_2000_033,All coral,0
Little Lameshur Bay,33,2000,Site_09_2000_034,All coral,0
Little Lameshur Bay,34,2000,Site_09_2000_035,All coral,0
Little Lameshur Bay,35,2000,Site_09_2000_036,All coral,1.5
Neptunes Table,1,2000,Site_05_2000_001,All coral,2
Neptunes Table,2,2000,Site_05_2000_002,All coral,0
Neptunes Table,3,2000,Site_05_2000_003,All coral,0
Neptunes Table,4,2000,Site_05_2000_004,All coral,0
Neptunes Table,5,2000,Site_05_2000_005,All coral,0
Neptunes Table,6,2000,Site_05_2000_006,All coral,0
Neptunes Table,7,2000,Site_05_2000_007,All coral,0
Neptunes Table,8,2000,Site_05_2000_008,All coral,0
Neptunes Table,9,2000,Site_05_2000_009,All coral,0.5
Neptunes Table,10,2000,Site_05_2000_010,All coral,0
Neptunes Table,11,2000,Site_05_2000_011,All coral,0.5
Neptunes Table,12,2000,Site_05_2000_012,All coral,0
Neptunes Table,13,2000,Site_05_2000_013,All coral,1.5
Neptunes Table,14,2000,Site_05_2000_014,All coral,0
Neptunes Table,15,2000,Site_05_2000_015,All coral,2
Neptunes Table,16,2000,Site_05_2000_016,All coral,1.5
Neptunes Table,17,2000,Site_05_2000_017,All coral,0
Neptunes Table,18,2000,Site_05_2000_018,All coral,5.1
Neptunes Table,19,2000,Site_05_2000_019,All coral,0
Neptunes Table,20,2000,Site_05_2000_020,All coral,0
Neptunes Table,21,2000,Site_05_2000_021,All coral,0
Neptunes Table,22,2000,Site_05_2000_022,All coral,0
Neptunes Table,23,2000,Site_05_2000_023,All coral,0
Neptunes Table,24,2000,Site_05_2000_024,All coral,0
Neptunes Table,25,2000,Site_05_2000_025,All coral,1
Neptunes Table,26,2000,Site_05_2000_026,All coral,0
Neptunes Table,27,2000,Site_05_2000_027,All coral,0
Neptunes Table,28,2000,Site_05_2000_028,All coral,0
Neptunes Table,29,2000,Site_05_2000_029,All coral,0
Neptunes Table,30,2000,Site_05_2000_030,All coral,0
Neptunes Table,31,2000,Site_05_2000_031,All coral,0
Neptunes Table,32,2000,Site_05_2000_032,All coral,1.5
Neptunes Table,33,2000,Site_05_2000_033,All coral,0
Neptunes Table,34,2000,Site_05_2000_034,All coral,0
Neptunes Table,35,2000,Site_05_2000_035,All coral,0
Neptunes Table,36,2000,Site_05_2000_036,All coral,1
Neptunes Table,37,2000,Site_05_2000_037,All coral,0
White Point,1,2000,Site_15_2000_001,All coral,0
White Point,2,2000,Site_15_2000_002,All coral,2.6
White Point,3,2000,Site_15_2000_003,All coral,0
White Point,4,2000,Site_15_2000_004,All coral,0.5
White Point,5,2000,Site_15_2000_005,All coral,7.1
White Point,6,2000,Site_15_2000_006,All coral,0
White Point,7,2000,Site_15_2000_007,All coral,3.6
White Point,8,2000,Site_15_2000_008,All coral,8.1
White Point,9,2000,Site_15_2000_009,All coral,0
White Point,10,2000,Site_15_2000_010,All coral,0
White Point,11,2000,Site_15_2000_011,All coral,2.5
White Point,12,2000,Site_15_2000_012,All coral,0
White Point,13,2000,Site_15_2000_013,All coral,16
White Point,14,2000,Site_15_2000_014,All coral,0
White Point,15,2000,Site_15_2000_015,All coral,0.5
White Point,16,2000,Site_15_2000_016,All coral,1.6
White Point,17,2000,Site_15_2000_017,All coral,0
White Point,18,2000,Site_15_2000_018,All coral,11
White Point,19,2000,Site_15_2000_019,All coral,14.4
White Point,20,2000,Site_15_2000_020,All coral,1.5
White Point,21,2000,Site_15_2000_021,All coral,0
White Point,22,2000,Site_15_2000_022,All coral,0.5
White Point,23,2000,Site_15_2000_023,All coral,8.7
White Point,24,2000,Site_15_2000_024,All coral,0
White Point,25,2000,Site_15_2000_025,All coral,4
White Point,26,2000,Site_15_2000_026,All coral,0
White Point,27,2000,Site_15_2000_027,All coral,0
White Point,28,2000,Site_15_2000_028,All coral,0
White Point,29,2000,Site_15_2000_029,All coral,0
White Point,30,2000,Site_15_2000_030,All coral,0.5
White Point,31,2000,Site_15_2000_031,All coral,1.5
White Point,32,2000,Site_15_2000_032,All coral,7.2
White Point,33,2000,Site_15_2000_033,All coral,0
White Point,34,2000,Site_15_2000_034,All coral,23.4
White Point,35,2000,Site_15_2000_035,All coral,9.5
Cabritte,1,2000,1,Macroalgae,0.8
Cabritte,2,2000,2,Macroalgae,1.5
Cabritte,3,2000,3,Macroalgae,7.1
Cabritte,4,2000,4,Macroalgae,14.6
Cabritte,5,2000,5,Macroalgae,26.3
Cabritte,6,2000,6,Macroalgae,4.8
Cabritte,7,2000,7,Macroalgae,12.8
Cabritte,8,2000,8,Macroalgae,25
Cabritte,9,2000,9,Macroalgae,32.3
Cabritte,10,2000,10,Macroalgae,22.9
Cabritte,11,2000,11,Macroalgae,7.1
Cabritte,12,2000,12,Macroalgae,60.8
Cabritte,13,2000,13,Macroalgae,26.9
Cabritte,14,2000,14,Macroalgae,35
Cabritte,15,2000,15,Macroalgae,57.9
Cabritte,16,2000,16,Macroalgae,38.5
Cabritte,17,2000,17,Macroalgae,14.7
Cabritte,18,2000,18,Macroalgae,34.1
Cabritte,19,2000,19,Macroalgae,27.7
Cabritte,20,2000,20,Macroalgae,22.1
Cabritte,21,2000,21,Macroalgae,29.2
Cabritte,22,2000,22,Macroalgae,0
Cabritte,23,2000,23,Macroalgae,0.5
Cabritte,24,2000,24,Macroalgae,1
Cabritte,25,2000,25,Macroalgae,4.5
Cabritte,26,2000,26,Macroalgae,14.1
Cabritte,27,2000,27,Macroalgae,0
Cabritte,28,2000,28,Macroalgae,4.6
Cabritte,29,2000,29,Macroalgae,7.2
Cabritte,30,2000,30,Macroalgae,0
Cabritte,31,2000,31,Macroalgae,4.9
Cabritte,32,2000,32,Macroalgae,0
Cabritte,33,2000,33,Macroalgae,1.6
Cabritte,34,2000,34,Macroalgae,0
East Tektite,1,2000,1,Macroalgae,15.4
East Tektite,2,2000,2,Macroalgae,2.6
East Tektite,3,2000,3,Macroalgae,3.3
East Tektite,4,2000,4,Macroalgae,15.8
East Tektite,5,2000,5,Macroalgae,26
East Tektite,6,2000,6,Macroalgae,53.9
East Tektite,7,2000,7,Macroalgae,26.3
East Tektite,8,2000,8,Macroalgae,5.2
East Tektite,9,2000,9,Macroalgae,5.7
East Tektite,10,2000,10,Macroalgae,3.8
East Tektite,11,2000,11,Macroalgae,24.2
East Tektite,12,2000,12,Macroalgae,5.1
East Tektite,13,2000,13,Macroalgae,14.7
East Tektite,14,2000,14,Macroalgae,13.7
East Tektite,15,2000,15,Macroalgae,16.9
East Tektite,16,2000,16,Macroalgae,11.7
East Tektite,17,2000,17,Macroalgae,19.2
East Tektite,18,2000,18,Macroalgae,14.8
East Tektite,19,2000,19,Macroalgae,18.5
East Tektite,20,2000,20,Macroalgae,0
East Tektite,21,2000,21,Macroalgae,0
East Tektite,22,2000,22,Macroalgae,14.7
East Tektite,23,2000,23,Macroalgae,14.9
East Tektite,24,2000,24,Macroalgae,34.4
East Tektite,25,2000,25,Macroalgae,17.2
East Tektite,26,2000,26,Macroalgae,10.2
East Tektite,27,2000,27,Macroalgae,30.5
East Tektite,28,2000,28,Macroalgae,20
East Tektite,29,2000,29,Macroalgae,39.3
East Tektite,30,2000,30,Macroalgae,13.8
East Tektite,31,2000,31,Macroalgae,33.9
East Tektite,32,2000,32,Macroalgae,3.1
East Tektite,33,2000,33,Macroalgae,9.3
East Tektite,34,2000,34,Macroalgae,4.5
East Tektite,35,2000,35,Macroalgae,5.4
East Tektite,36,2000,36,Macroalgae,14.8
Europa Bay,1,2000,Site_11_2000_001,Macroalgae,29.6
Europa Bay,2,2000,Site_11_2000_002,Macroalgae,21.6
Europa Bay,3,2000,Site_11_2000_003,Macroalgae,31.2
Europa Bay,4,2000,Site_11_2000_004,Macroalgae,31.2
Europa Bay,5,2000,Site_11_2000_005,Macroalgae,24.4
Europa Bay,6,2000,Site_11_2000_006,Macroalgae,21
Europa Bay,7,2000,Site_11_2000_007,Macroalgae,29.4
Europa Bay,8,2000,Site_11_2000_008,Macroalgae,32.3
Europa Bay,9,2000,Site_11_2000_009,Macroalgae,23.2
Europa Bay,10,2000,Site_11_2000_010,Macroalgae,43.4
Europa Bay,11,2000,Site_11_2000_011,Macroalgae,23.2
Europa Bay,12,2000,Site_11_2000_012,Macroalgae,30.3
Europa Bay,13,2000,Site_11_2000_013,Macroalgae,27.5
Europa Bay,14,2000,Site_11_2000_014,Macroalgae,27.1
Europa Bay,15,2000,Site_11_2000_015,Macroalgae,50.3
Europa Bay,16,2000,Site_11_2000_016,Macroalgae,42.9
Europa Bay,17,2000,Site_11_2000_017,Macroalgae,31.8
Europa Bay,18,2000,Site_11_2000_018,Macroalgae,32.8
Europa Bay,19,2000,Site_11_2000_019,Macroalgae,19
Europa Bay,20,2000,Site_11_2000_020,Macroalgae,45.7
Europa Bay,21,2000,Site_11_2000_021,Macroalgae,54.8
Europa Bay,22,2000,Site_11_2000_022,Macroalgae,26
Europa Bay,23,2000,Site_11_2000_023,Macroalgae,11.1
Europa Bay,24,2000,Site_11_2000_024,Macroalgae,11
Europa Bay,25,2000,Site_11_2000_025,Macroalgae,24
Europa Bay,26,2000,Site_11_2000_026,Macroalgae,33
Europa Bay,27,2000,Site_11_2000_027,Macroalgae,54.6
Europa Bay,28,2000,Site_11_2000_028,Macroalgae,39
Europa Bay,29,2000,Site_11_2000_029,Macroalgae,31.5
Europa Bay,30,2000,Site_11_2000_030,Macroalgae,13.5
Europa Bay,31,2000,Site_11_2000_031,Macroalgae,19
Europa Bay,32,2000,Site_11_2000_032,Macroalgae,36
Europa Bay,33,2000,Site_11_2000_033,Macroalgae,34.5
Europa Bay,34,2000,Site_11_2000_034,Macroalgae,51.5
Europa Bay,35,2000,Site_11_2000_035,Macroalgae,44.5
Europa Bay,36,2000,Site_11_2000_036,Macroalgae,16.5
Europa Bay,37,2000,Site_11_2000_037,Macroalgae,32
Little Lameshur Bay,1,2000,Site_09_2000_001,Macroalgae,11.2
Little Lameshur Bay,2,2000,Site_09_2000_002,Macroalgae,16.3
Little Lameshur Bay,3,2000,Site_09_2000_003,Macroalgae,35.9
Little Lameshur Bay,4,2000,Site_09_2000_004,Macroalgae,23.9
Little Lameshur Bay,5,2000,Site_09_2000_005,Macroalgae,6
Little Lameshur Bay,6,2000,Site_09_2000_006,Macroalgae,7.8
Little Lameshur Bay,7,2000,Site_09_2000_007,Macroalgae,9.8
Little Lameshur Bay,8,2000,Site_09_2000_008,Macroalgae,2.2
Little Lameshur Bay,9,2000,Site_09_2000_009,Macroalgae,1.5
Little Lameshur Bay,10,2000,Site_09_2000_010,Macroalgae,18.5
Little Lameshur Bay,11,2000,Site_09_2000_011,Macroalgae,0
Little Lameshur Bay,12,2000,Site_09_2000_012,Macroalgae,1.1
Little Lameshur Bay,13,2000,Site_09_2000_013,Macroalgae,5.4
Little Lameshur Bay,14,2000,Site_09_2000_014,Macroalgae,7.7
Little Lameshur Bay,15,2000,Site_09_2000_015,Macroalgae,24.7
Little Lameshur Bay,16,2000,Site_09_2000_016,Macroalgae,0.5
Little Lameshur Bay,17,2000,Site_09_2000_017,Macroalgae,31.9
Little Lameshur Bay,18,2000,Site_09_2000_018,Macroalgae,13.9
Little Lameshur Bay,19,2000,Site_09_2000_019,Macroalgae,24.1
Little Lameshur Bay,20,2000,Site_09_2000_020,Macroalgae,8.7
Little Lameshur Bay,21,2000,Site_09_2000_021,Macroalgae,25.5
Little Lameshur Bay,22,2000,Site_09_2000_022,Macroalgae,4.1
Little Lameshur Bay,23,2000,Site_09_2000_023,Macroalgae,22.2
Little Lameshur Bay,24,2000,Site_09_2000_024,Macroalgae,21.4
Little Lameshur Bay,25,2000,Site_09_2000_025,Macroalgae,8.8
Little Lameshur Bay,26,2000,Site_09_2000_026,Macroalgae,16.9
Little Lameshur Bay,27,2000,Site_09_2000_027,Macroalgae,15.5
Little Lameshur Bay,28,2000,Site_09_2000_028,Macroalgae,22.7
Little Lameshur Bay,29,2000,Site_09_2000_030,Macroalgae,19.3
Little Lameshur Bay,30,2000,Site_09_2000_031,Macroalgae,8.8
Little Lameshur Bay,31,2000,Site_09_2000_032,Macroalgae,27.9
Little Lameshur Bay,32,2000,Site_09_2000_033,Macroalgae,18.8
Little Lameshur Bay,33,2000,Site_09_2000_034,Macroalgae,15.7
Little Lameshur Bay,34,2000,Site_09_2000_035,Macroalgae,14.2
Little Lameshur Bay,35,2000,Site_09_2000_036,Macroalgae,0.5
Neptunes Table,1,2000,Site_05_2000_001,Macroalgae,23.6
Neptunes Table,2,2000,Site_05_2000_002,Macroalgae,36
Neptunes Table,3,2000,Site_05_2000_003,Macroalgae,39.6
Neptunes Table,4,2000,Site_05_2000_004,Macroalgae,51.3
Neptunes Table,5,2000,Site_05_2000_005,Macroalgae,19.7
Neptunes Table,6,2000,Site_05_2000_006,Macroalgae,56.8
Neptunes Table,7,2000,Site_05_2000_007,Macroalgae,36.1
Neptunes Table,8,2000,Site_05_2000_008,Macroalgae,50.5
Neptunes Table,9,2000,Site_05_2000_009,Macroalgae,22.3
Neptunes Table,10,2000,Site_05_2000_010,Macroalgae,33.2
Neptunes Table,11,2000,Site_05_2000_011,Macroalgae,44.7
Neptunes Table,12,2000,Site_05_2000_012,Macroalgae,60.5
Neptunes Table,13,2000,Site_05_2000_013,Macroalgae,34.4
Neptunes Table,14,2000,Site_05_2000_014,Macroalgae,48.6
Neptunes Table,15,2000,Site_05_2000_015,Macroalgae,14.2
Neptunes Table,16,2000,Site_05_2000_016,Macroalgae,26.7
Neptunes Table,17,2000,Site_05_2000_017,Macroalgae,34.5
Neptunes Table,18,2000,Site_05_2000_018,Macroalgae,44.8
Neptunes Table,19,2000,Site_05_2000_019,Macroalgae,19.1
Neptunes Table,20,2000,Site_05_2000_020,Macroalgae,16.9
Neptunes Table,21,2000,Site_05_2000_021,Macroalgae,27.6
Neptunes Table,22,2000,Site_05_2000_022,Macroalgae,7.6
Neptunes Table,23,2000,Site_05_2000_023,Macroalgae,14
Neptunes Table,24,2000,Site_05_2000_024,Macroalgae,11.4
Neptunes Table,25,2000,Site_05_2000_025,Macroalgae,33.8
Neptunes Table,26,2000,Site_05_2000_026,Macroalgae,33.3
Neptunes Table,27,2000,Site_05_2000_027,Macroalgae,32.3
Neptunes Table,28,2000,Site_05_2000_028,Macroalgae,40.4
Neptunes Table,29,2000,Site_05_2000_029,Macroalgae,15.2
Neptunes Table,30,2000,Site_05_2000_030,Macroalgae,15.3
Neptunes Table,31,2000,Site_05_2000_031,Macroalgae,26.1
Neptunes Table,32,2000,Site_05_2000_032,Macroalgae,19.8
Neptunes Table,33,2000,Site_05_2000_033,Macroalgae,34.7
Neptunes Table,34,2000,Site_05_2000_034,Macroalgae,30.1
Neptunes Table,35,2000,Site_05_2000_035,Macroalgae,51.6
Neptunes Table,36,2000,Site_05_2000_036,Macroalgae,44.4
Neptunes Table,37,2000,Site_05_2000_037,Macroalgae,52.3
White Point,1,2000,Site_15_2000_001,Macroalgae,32
White Point,2,2000,Site_15_2000_002,Macroalgae,20.2
White Point,3,2000,Site_15_2000_003,Macroalgae,29.2
White Point,4,2000,Site_15_2000_004,Macroalgae,21.3
White Point,5,2000,Site_15_2000_005,Macroalgae,17.3
White Point,6,2000,Site_15_2000_006,Macroalgae,8.2
White Point,7,2000,Site_15_2000_007,Macroalgae,19.6
White Point,8,2000,Site_15_2000_008,Macroalgae,33.9
White Point,9,2000,Site_15_2000_009,Macroalgae,44.3
White Point,10,2000,Site_15_2000_010,Macroalgae,10.9
White Point,11,2000,Site_15_2000_011,Macroalgae,20.7
White Point,12,2000,Site_15_2000_012,Macroalgae,50
White Point,13,2000,Site_15_2000_013,Macroalgae,25.8
White Point,14,2000,Site_15_2000_014,Macroalgae,51.9
White Point,15,2000,Site_15_2000_015,Macroalgae,59.1
White Point,16,2000,Site_15_2000_016,Macroalgae,18.6
White Point,17,2000,Site_15_2000_017,Macroalgae,20.4
White Point,18,2000,Site_15_2000_018,Macroalgae,54.4
White Point,19,2000,Site_15_2000_019,Macroalgae,30.2
White Point,20,2000,Site_15_2000_020,Macroalgae,25.8
White Point,21,2000,Site_15_2000_021,Macroalgae,0
White Point,22,2000,Site_15_2000_022,Macroalgae,0.5
White Point,23,2000,Site_15_2000_023,Macroalgae,51.9
White Point,24,2000,Site_15_2000_024,Macroalgae,30.7
White Point,25,2000,Site_15_2000_025,Macroalgae,5.3
White Point,26,2000,Site_15_2000_026,Macroalgae,5.9
White Point,27,2000,Site_15_2000_027,Macroalgae,15.7
White Point,28,2000,Site_15_2000_028,Macroalgae,29.3
White Point,29,2000,Site_15_2000_029,Macroalgae,61.5
White Point,30,2000,Site_15_2000_030,Macroalgae,57.7
White Point,31,2000,Site_15_2000_031,Macroalgae,45.1
White Point,32,2000,Site_15_2000_032,Macroalgae,24.7
White Point,33,2000,Site_15_2000_033,Macroalgae,67.1
White Point,34,2000,Site_15_2000_034,Macroalgae,28.7
White Point,35,2000,Site_15_2000_035,Macroalgae,48.9
Cabritte,1,2000,1,percentCover_CTB,78.1
Cabritte,2,2000,2,percentCover_CTB,73.3
Cabritte,3,2000,3,percentCover_CTB,70.9
Cabritte,4,2000,4,percentCover_CTB,43.8
Cabritte,5,2000,5,percentCover_CTB,56
Cabritte,6,2000,6,percentCover_CTB,63.4
Cabritte,7,2000,7,percentCover_CTB,50.3
Cabritte,8,2000,8,percentCover_CTB,22.4
Cabritte,9,2000,9,percentCover_CTB,34.8
Cabritte,10,2000,10,percentCover_CTB,18.2
Cabritte,11,2000,11,percentCover_CTB,37.2
Cabritte,12,2000,12,percentCover_CTB,27
Cabritte,13,2000,13,percentCover_CTB,39.8
Cabritte,14,2000,14,percentCover_CTB,55.8
Cabritte,15,2000,15,percentCover_CTB,7.4
Cabritte,16,2000,16,percentCover_CTB,49.7
Cabritte,17,2000,17,percentCover_CTB,25
Cabritte,18,2000,18,percentCover_CTB,20.3
Cabritte,19,2000,19,percentCover_CTB,48.9
Cabritte,20,2000,20,percentCover_CTB,53.2
Cabritte,21,2000,21,percentCover_CTB,41
Cabritte,22,2000,22,percentCover_CTB,94
Cabritte,23,2000,23,percentCover_CTB,97
Cabritte,24,2000,24,percentCover_CTB,88.9
Cabritte,25,2000,25,percentCover_CTB,82.4
Cabritte,26,2000,26,percentCover_CTB,53.4
Cabritte,27,2000,27,percentCover_CTB,54.9
Cabritte,28,2000,28,percentCover_CTB,92.9
Cabritte,29,2000,29,percentCover_CTB,80.9
Cabritte,30,2000,30,percentCover_CTB,96.5
Cabritte,31,2000,31,percentCover_CTB,61.1
Cabritte,32,2000,32,percentCover_CTB,88.6
Cabritte,33,2000,33,percentCover_CTB,90.3
Cabritte,34,2000,34,percentCover_CTB,84.8
East Tektite,1,2000,1,percentCover_CTB,38.9
East Tektite,2,2000,2,percentCover_CTB,70.9
East Tektite,3,2000,3,percentCover_CTB,71.2
East Tektite,4,2000,4,percentCover_CTB,49.5
East Tektite,5,2000,5,percentCover_CTB,36.5
East Tektite,6,2000,6,percentCover_CTB,37.1
East Tektite,7,2000,7,percentCover_CTB,70.4
East Tektite,8,2000,8,percentCover_CTB,71.1
East Tektite,9,2000,9,percentCover_CTB,48.5
East Tektite,10,2000,10,percentCover_CTB,35.7
East Tektite,11,2000,11,percentCover_CTB,26.3
East Tektite,12,2000,12,percentCover_CTB,67.2
East Tektite,13,2000,13,percentCover_CTB,33.2
East Tektite,14,2000,14,percentCover_CTB,30.1
East Tektite,15,2000,15,percentCover_CTB,52.2
East Tektite,16,2000,16,percentCover_CTB,52.3
East Tektite,17,2000,17,percentCover_CTB,49.5
East Tektite,18,2000,18,percentCover_CTB,34.1
East Tektite,19,2000,19,percentCover_CTB,25.5
East Tektite,20,2000,20,percentCover_CTB,92.8
East Tektite,21,2000,21,percentCover_CTB,56.5
East Tektite,22,2000,22,percentCover_CTB,39.7
East Tektite,23,2000,23,percentCover_CTB,45.4
East Tektite,24,2000,24,percentCover_CTB,27.6
East Tektite,25,2000,25,percentCover_CTB,80.2
East Tektite,26,2000,26,percentCover_CTB,75.6
East Tektite,27,2000,27,percentCover_CTB,39.5
East Tektite,28,2000,28,percentCover_CTB,60
East Tektite,29,2000,29,percentCover_CTB,23.5
East Tektite,30,2000,30,percentCover_CTB,14.4
East Tektite,31,2000,31,percentCover_CTB,20.1
East Tektite,32,2000,32,percentCover_CTB,10.3
East Tektite,33,2000,33,percentCover_CTB,59.6
East Tektite,34,2000,34,percentCover_CTB,69.3
East Tektite,35,2000,35,percentCover_CTB,53.8
East Tektite,36,2000,36,percentCover_CTB,61.2
Europa Bay,1,2000,Site_11_2000_001,percentCover_CTB,27.5
Europa Bay,2,2000,Site_11_2000_002,percentCover_CTB,49.7
Europa Bay,3,2000,Site_11_2000_003,percentCover_CTB,33.2
Europa Bay,4,2000,Site_11_2000_004,percentCover_CTB,32.7
Europa Bay,5,2000,Site_11_2000_005,percentCover_CTB,27.4
Europa Bay,6,2000,Site_11_2000_006,percentCover_CTB,37.2
Europa Bay,7,2000,Site_11_2000_007,percentCover_CTB,45.5
Europa Bay,8,2000,Site_11_2000_008,percentCover_CTB,16.5
Europa Bay,9,2000,Site_11_2000_009,percentCover_CTB,27.5
Europa Bay,10,2000,Site_11_2000_010,percentCover_CTB,36
Europa Bay,11,2000,Site_11_2000_011,percentCover_CTB,26.5
Europa Bay,12,2000,Site_11_2000_012,percentCover_CTB,35.9
Europa Bay,13,2000,Site_11_2000_013,percentCover_CTB,14
Europa Bay,14,2000,Site_11_2000_014,percentCover_CTB,12.1
Europa Bay,15,2000,Site_11_2000_015,percentCover_CTB,21.6
Europa Bay,16,2000,Site_11_2000_016,percentCover_CTB,25.5
Europa Bay,17,2000,Site_11_2000_017,percentCover_CTB,29
Europa Bay,18,2000,Site_11_2000_018,percentCover_CTB,15
Europa Bay,19,2000,Site_11_2000_019,percentCover_CTB,27.5
Europa Bay,20,2000,Site_11_2000_020,percentCover_CTB,31.5
Europa Bay,21,2000,Site_11_2000_021,percentCover_CTB,40.5
Europa Bay,22,2000,Site_11_2000_022,percentCover_CTB,72.5
Europa Bay,23,2000,Site_11_2000_023,percentCover_CTB,88.9
Europa Bay,24,2000,Site_11_2000_024,percentCover_CTB,88.5
Europa Bay,25,2000,Site_11_2000_025,percentCover_CTB,68.5
Europa Bay,26,2000,Site_11_2000_026,percentCover_CTB,44.5
Europa Bay,27,2000,Site_11_2000_027,percentCover_CTB,46.5
Europa Bay,28,2000,Site_11_2000_028,percentCover_CTB,34
Europa Bay,29,2000,Site_11_2000_029,percentCover_CTB,48
Europa Bay,30,2000,Site_11_2000_030,percentCover_CTB,75
Europa Bay,31,2000,Site_11_2000_031,percentCover_CTB,56
Europa Bay,32,2000,Site_11_2000_032,percentCover_CTB,49
Europa Bay,33,2000,Site_11_2000_033,percentCover_CTB,50
Europa Bay,34,2000,Site_11_2000_034,percentCover_CTB,51
Europa Bay,35,2000,Site_11_2000_035,percentCover_CTB,27.5
Europa Bay,36,2000,Site_11_2000_036,percentCover_CTB,34.5
Europa Bay,37,2000,Site_11_2000_037,percentCover_CTB,38.5
Little Lameshur Bay,1,2000,Site_09_2000_001,percentCover_CTB,81.3
Little Lameshur Bay,2,2000,Site_09_2000_002,percentCover_CTB,70.1
Little Lameshur Bay,3,2000,Site_09_2000_003,percentCover_CTB,54.9
Little Lameshur Bay,4,2000,Site_09_2000_004,percentCover_CTB,67.8
